97732039955547054776448695246906058314,286733442769089090356669409530727617216,60,70,71,63,73,60,62,56,70,68,
103614364199224032259641089192239827086,35842209276735348362543228006078139413,63,68,57,75,73,60,64,66,64,68,
332665841030792224530430740312888207372,31866617051248177870453969733195767725,58,68,69,63,66,69,61,57,56,69,
90680328785191566169387167576475678815,200966698676148951876801245498950786969,64,67,71,64,66,55,70,67,61,69,
9153146552516103239851998365390519310,224009513318410686050516654283983474876,66,58,63,60,72,74,56,58,70,59,
50371395233152748099383050390438116279,226963111501815982133678345134702132877,69,68,64,71,60,81,63,62,58,79,
280924095874485421387006474953441545631,323996793809310280137141769444837749264,68,60,53,67,66,65,66,66,73,63,
225327887284869345584294236927144272623,289988194870474421393861930649916135798,65,57,69,62,69,69,66,66,75,68,
147992777319171175388282526977012680784,100483869506821422883829125105898985722,75,72,62,64,61,63,61,68,63,62,
232401868155051023663126395327712609401,155626103057872430084645799082369107373,64,61,66,63,61,68,76,62,59,59,
19546679734919588926469597493407282532,312502558039575641678769191660495278884,61,75,65,52,64,71,63,61,62,65,
331846150078871023192992563967714212603,124847125015902069534529041195867178505,73,55,68,63,61,73,57,64,61,77,
179384484541765021570356762341975931840,177956796464923989754644122442220366185,64,63,68,61,72,69,65,67,63,62,
233116287037221922114513954418513963386,251215967569116585962298437160960849481,62,65,69,61,68,68,62,57,68,77,
132177828653311348299835943605694889563,319797653018377563937221776278517401037,71,60,57,70,69,66,71,67,54,63,
311277880531547187391274185928858047706,279383912419985812957900791703135324683,60,71,64,64,65,64,72,69,56,64,
138190422156218781772181635139439757201,256211510594666059526856865520105394233,70,65,60,65,71,61,69,58,60,55,
308156026585694134373929469722604492317,284491801313231111742284186398459213765,65,58,76,63,58,77,65,67,65,72,
66750720593278517185293327545004402315,160251407498157849722421345154238705441,73,68,62,61,75,67,66,67,68,73,
218572200667204699988672002176282449837,71252259711650630913466555270135021500,64,69,65,61,58,59,60,62,63,47,
307859112078106941427120162462640734169,106519528667449210545824399078370192750,61,66,74,72,64,67,67,74,65,62,
230849048759342312164118669085869623526,249777778562047237977533573788858080559,65,62,53,68,68,70,67,66,72,64,
114387149386708736918439755224184027376,265067726984930784871549357571181882324,68,67,54,72,59,59,65,73,65,59,
96235947190592381273102960092999115432,140212427471198663307777960785508285965,58,73,62,57,61,54,64,62,62,64,
131540178243614669976850120738501219263,279843219595971613484198786001488852213,71,69,56,63,56,73,63,70,72,69,
213979665245204184961548923941942452865,49696218986574391050120159050542094986,68,59,62,74,58,61,58,65,63,67,
179982330028186188944415046554253070850,11246914074964941141274157292540483501,58,59,58,61,69,59,67,69,67,63,
190801637004721851629869658824358153398,122044546227710052483123364972123550043,71,69,66,60,70,65,64,59,58,65,
62760541298298777349539825423349176066,118526433375800680114349781180074810415,67,60,67,63,64,58,59,61,64,63,
10415425438385879725772065865627538640,268842226551809596688618229520496488047,65,56,67,68,69,68,65,69,64,66,
283180079497554641323830674797401430825,60937256084283744150769004383498094053,70,64,67,71,60,59,67,70,65,64,
255118056386028103030096332549622308619,159542619750578897008805706213950655730,62,75,62,67,64,69,57,59,63,61,
235962218814879632646341326280288192920,174077909641382049669396526856076120616,65,67,71,61,66,61,68,64,63,67,
188735831088731400484530228936527754658,202827288046966590667928150772054674089,57,69,66,68,67,74,68,67,59,73,
22298006755622591461168236464573158984,49664270722150233863943644979481354429,65,75,56,63,64,76,69,62,62,68,
260784736951694634274883363300464392858,225905000503272909663647851386560776976,62,55,73,67,68,55,61,74,68,64,
43721814382115554213911050211958371690,316665288803132018818056259760795102984,54,67,65,71,66,62,63,60,65,68,
285619105562824176538719062005698492642,263157088931522365636935052947204169241,61,63,53,70,69,73,65,58,62,74,
